service_date,gtfs_route_id,gtfs_route_long_name,peak_offpeak_ind,otp_numerator,otp_denominator,cancelled_numerator,ObjectId,otp_ratio,service_time
2024-10-26,CR-Lowell,Lowell Line,OFF_PEAK,14,18,0,24303,0.78,04:00:00
2024-10-26,CR-Worcester,Framingham/Worcester Line,OFF_PEAK,15,20,0,24305,0.75,04:00:00
2024-10-26,CR-Newburyport,Newburyport/Rockport Line,OFF_PEAK,10,18,0,24306,0.56,04:00:00
2024-10-26,CR-Newburyport,Newburyport/Rockport Line,OFF_PEAK,31,32,0,24307,0.97,04:00:00
2024-10-26,CR-Needham,Needham Line,OFF_PEAK,11,17,2,24308,0.65,04:00:00
2024-10-26,CR-Providence,Providence/Stoughton Line,OFF_PEAK,16,20,2,24309,0.8,04:00:00
2024-10-24,CR-Providence,Providence/Stoughton Line,PEAK,5,7,0,24406,0.71,04:00:00
2024-10-24,CR-Providence,Providence/Stoughton Line,PEAK,7,10,0,24407,0.7,04:00:00
2024-10-24,CR-Fairmount,Fairmount Line,OFF_PEAK,41,43,0,24441,0.95,04:00:00
2024-10-24,CR-Fitchburg,Fitchburg Line,OFF_PEAK,22,28,0,24442,0.79,04:00:00
2024-10-24,CR-Needham,Needham Line,OFF_PEAK,23,26,0,24446,0.88,04:00:00
2024-10-24,CR-Franklin,Franklin Line,OFF_PEAK,15,18,0,24473,0.83,04:00:00
2024-10-24,CR-Middleborough,Middleborough/Lakeville Line,OFF_PEAK,16,21,0,24588,0.76,04:00:00
2024-10-24,CR-Greenbush,Greenbush Line,OFF_PEAK,18,20,0,24607,0.9,04:00:00
2024-10-24,CR-Kingston,Kingston/Plymouth Line,OFF_PEAK,14,18,0,24608,0.78,04:00:00
2024-10-24,CR-Lowell,Lowell Line,OFF_PEAK,22,26,0,24609,0.85,04:00:00
2024-10-24,CR-Worcester,Framingham/Worcester Line,OFF_PEAK,31,38,0,24613,0.82,04:00:00
2024-10-24,CR-Haverhill,Haverhill Line,OFF_PEAK,29,31,0,24614,0.94,04:00:00
2024-10-24,CR-Newburyport,Newburyport/Rockport Line,OFF_PEAK,18,22,0,24615,0.82,04:00:00
2024-10-24,CR-Newburyport,Newburyport/Rockport Line,OFF_PEAK,23,24,0,24616,0.96,04:00:00
2024-10-24,CR-Providence,Providence/Stoughton Line,OFF_PEAK,13,25,0,24617,0.52,04:00:00
2024-10-24,CR-Providence,Providence/Stoughton Line,OFF_PEAK,28,32,0,24618,0.88,04:00:00
2024-10-24,CR-Fairmount,Fairmount Line,PEAK,12,14,0,24637,0.86,04:00:00
2024-10-24,CR-Fitchburg,Fitchburg Line,PEAK,6,10,0,24639,0.6,04:00:00
2024-10-24,CR-Franklin,Franklin Line,PEAK,4,8,0,24642,0.5,04:00:00
2024-10-24,CR-Greenbush,Greenbush Line,PEAK,4,6,0,24644,0.67,04:00:00
2024-10-24,CR-Haverhill,Haverhill Line,PEAK,11,12,0,24647,0.92,04:00:00
2024-10-24,CR-Kingston,Kingston/Plymouth Line,PEAK,4,8,0,24648,0.5,04:00:00
2024-10-24,CR-Lowell,Lowell Line,PEAK,9,11,0,24649,0.82,04:00:00
2024-10-24,CR-Middleborough,Middleborough/Lakeville Line,PEAK,7,7,0,24650,1.0,04:00:00
2024-10-24,CR-Needham,Needham Line,PEAK,5,8,0,24651,0.62,04:00:00
2024-10-25,CR-Middleborough,Middleborough/Lakeville Line,OFF_PEAK,21,21,0,24706,1.0,04:00:00
2024-10-24,CR-Worcester,Framingham/Worcester Line,PEAK,10,17,0,24737,0.59,04:00:00
2024-10-24,CR-Newburyport,Newburyport/Rockport Line,PEAK,5,7,0,24739,0.71,04:00:00
2024-10-24,CR-Newburyport,Newburyport/Rockport Line,PEAK,6,6,0,24741,1.0,04:00:00
2024-10-25,CR-Fairmount,Fairmount Line,OFF_PEAK,42,43,0,24778,0.98,04:00:00
2024-10-25,CR-Fitchburg,Fitchburg Line,OFF_PEAK,24,28,0,24779,0.86,04:00:00
2024-10-25,CR-Fairmount,Fairmount Line,PEAK,14,14,0,24792,1.0,04:00:00
2024-10-25,CR-Fitchburg,Fitchburg Line,PEAK,8,10,0,24793,0.8,04:00:00
2024-10-25,CR-Franklin,Franklin Line,PEAK,7,8,0,24794,0.88,04:00:00
2024-10-25,CR-Greenbush,Greenbush Line,PEAK,6,6,0,24795,1.0,04:00:00
2024-10-25,CR-Haverhill,Haverhill Line,PEAK,12,12,0,24796,1.0,04:00:00
2024-10-25,CR-Kingston,Kingston/Plymouth Line,PEAK,6,8,0,24797,0.75,04:00:00
2024-10-25,CR-Lowell,Lowell Line,PEAK,11,11,0,24798,1.0,04:00:00
2024-10-25,CR-Middleborough,Middleborough/Lakeville Line,PEAK,7,7,0,24799,1.0,04:00:00
2024-10-25,CR-Needham,Needham Line,PEAK,8,8,0,24800,1.0,04:00:00
2024-10-23,CR-Providence,Providence/Stoughton Line,PEAK,8,10,0,24820,0.8,04:00:00
2024-10-23,CR-Middleborough,Middleborough/Lakeville Line,OFF_PEAK,19,21,0,24836,0.9,04:00:00
2024-10-23,CR-Worcester,Framingham/Worcester Line,PEAK,10,17,0,24859,0.59,04:00:00
2024-10-23,CR-Newburyport,Newburyport/Rockport Line,PEAK,5,6,0,24860,0.83,04:00:00
2024-10-23,CR-Newburyport,Newburyport/Rockport Line,PEAK,5,7,0,24861,0.71,04:00:00
2024-10-23,CR-Providence,Providence/Stoughton Line,PEAK,5,7,0,24862,0.71,04:00:00
2024-10-23,CR-Franklin,Franklin Line,OFF_PEAK,17,18,0,24930,0.94,04:00:00
2024-10-23,CR-Greenbush,Greenbush Line,OFF_PEAK,18,20,0,24947,0.9,04:00:00
2024-10-23,CR-Haverhill,Haverhill Line,OFF_PEAK,30,31,0,24948,0.97,04:00:00
2024-10-23,CR-Kingston,Kingston/Plymouth Line,OFF_PEAK,17,18,0,24949,0.94,04:00:00
2024-10-23,CR-Lowell,Lowell Line,OFF_PEAK,26,26,0,24950,1.0,04:00:00
2024-10-22,CR-Worcester,Framingham/Worcester Line,PEAK,16,17,0,24978,0.94,04:00:00
2024-10-22,CR-Newburyport,Newburyport/Rockport Line,PEAK,3,7,0,24979,0.43,04:00:00
2024-10-22,CR-Newburyport,Newburyport/Rockport Line,PEAK,6,6,0,24980,1.0,04:00:00
2024-10-22,CR-Providence,Providence/Stoughton Line,PEAK,5,7,0,24981,0.71,04:00:00
2024-10-22,CR-Providence,Providence/Stoughton Line,PEAK,9,10,0,24982,0.9,04:00:00
2024-10-23,CR-Needham,Needham Line,OFF_PEAK,26,26,0,25010,1.0,04:00:00
2024-10-23,CR-Newburyport,Newburyport/Rockport Line,OFF_PEAK,19,22,0,25011,0.86,04:00:00
2024-10-23,CR-Newburyport,Newburyport/Rockport Line,OFF_PEAK,21,24,0,25012,0.88,04:00:00
2024-10-23,CR-Providence,Providence/Stoughton Line,OFF_PEAK,19,25,0,25013,0.76,04:00:00
2024-10-23,CR-Providence,Providence/Stoughton Line,OFF_PEAK,25,32,0,25014,0.78,04:00:00
2024-10-23,CR-Worcester,Framingham/Worcester Line,OFF_PEAK,29,38,2,25015,0.76,04:00:00
2024-10-23,CR-Fairmount,Fairmount Line,OFF_PEAK,37,43,0,25157,0.86,04:00:00
2024-10-23,CR-Fitchburg,Fitchburg Line,OFF_PEAK,28,28,0,25158,1.0,04:00:00
2024-10-23,CR-Fairmount,Fairmount Line,PEAK,12,14,0,25170,0.86,04:00:00
2024-10-23,CR-Fitchburg,Fitchburg Line,PEAK,8,10,0,25171,0.8,04:00:00
2024-10-23,CR-Franklin,Franklin Line,PEAK,7,8,0,25172,0.88,04:00:00
2024-10-23,CR-Greenbush,Greenbush Line,PEAK,6,6,0,25173,1.0,04:00:00
2024-10-23,CR-Haverhill,Haverhill Line,PEAK,11,12,0,25174,0.92,04:00:00
2024-10-23,CR-Kingston,Kingston/Plymouth Line,PEAK,7,8,0,25175,0.88,04:00:00
2024-10-23,CR-Lowell,Lowell Line,PEAK,11,11,0,25176,1.0,04:00:00
2024-10-23,CR-Middleborough,Middleborough/Lakeville Line,PEAK,7,7,0,25177,1.0,04:00:00
2024-10-23,CR-Needham,Needham Line,PEAK,4,8,0,25178,0.5,04:00:00
2024-10-21,CR-Franklin,Franklin Line,OFF_PEAK,17,18,0,25214,0.94,04:00:00
2024-10-21,CR-Greenbush,Greenbush Line,OFF_PEAK,20,20,0,25231,1.0,04:00:00
2024-10-21,CR-Haverhill,Haverhill Line,OFF_PEAK,30,31,0,25232,0.97,04:00:00
2024-10-21,CR-Kingston,Kingston/Plymouth Line,OFF_PEAK,15,17,0,25233,0.88,04:00:00
2024-10-21,CR-Lowell,Lowell Line,OFF_PEAK,21,26,0,25234,0.81,04:00:00
2024-10-21,CR-Newburyport,Newburyport/Rockport Line,OFF_PEAK,18,22,0,25238,0.82,04:00:00
2024-10-21,CR-Newburyport,Newburyport/Rockport Line,OFF_PEAK,21,24,0,25239,0.88,04:00:00
2024-10-21,CR-Providence,Providence/Stoughton Line,OFF_PEAK,23,25,0,25240,0.92,04:00:00
2024-10-21,CR-Providence,Providence/Stoughton Line,OFF_PEAK,29,32,0,25241,0.91,04:00:00
2024-10-21,CR-Worcester,Framingham/Worcester Line,OFF_PEAK,35,38,1,25242,0.92,04:00:00
2024-10-22,CR-Greenbush,Greenbush Line,OFF_PEAK,20,20,0,25262,1.0,04:00:00
2024-10-22,CR-Kingston,Kingston/Plymouth Line,OFF_PEAK,16,18,0,25263,0.89,04:00:00
2024-10-22,CR-Lowell,Lowell Line,OFF_PEAK,26,26,0,25264,1.0,04:00:00
2024-10-22,CR-Providence,Providence/Stoughton Line,OFF_PEAK,23,25,0,25265,0.92,04:00:00
2024-10-22,CR-Worcester,Framingham/Worcester Line,OFF_PEAK,36,38,0,25269,0.95,04:00:00
2024-10-22,CR-Haverhill,Haverhill Line,OFF_PEAK,30,31,0,25270,0.97,04:00:00
2024-10-22,CR-Needham,Needham Line,OFF_PEAK,22,26,0,25271,0.85,04:00:00
2024-10-22,CR-Newburyport,Newburyport/Rockport Line,OFF_PEAK,20,24,0,25272,0.83,04:00:00
2024-10-22,CR-Newburyport,Newburyport/Rockport Line,OFF_PEAK,21,22,0,25273,0.95,04:00:00
2024-10-22,CR-Providence,Providence/Stoughton Line,OFF_PEAK,29,32,0,25274,0.91,04:00:00
2024-10-22,CR-Fairmount,Fairmount Line,OFF_PEAK,36,43,2,25275,0.84,04:00:00
2024-10-22,CR-Franklin,Franklin Line,OFF_PEAK,18,18,0,25348,1.0,04:00:00
2024-10-22,CR-Middleborough,Middleborough/Lakeville Line,OFF_PEAK,18,21,0,25349,0.86,04:00:00
2024-10-22,CR-Fitchburg,Fitchburg Line,OFF_PEAK,26,28,0,25429,0.93,04:00:00
2024-10-22,CR-Fairmount,Fairmount Line,PEAK,12,14,0,25442,0.86,04:00:00
2024-10-22,CR-Fitchburg,Fitchburg Line,PEAK,7,10,0,25443,0.7,04:00:00
2024-10-22,CR-Franklin,Franklin Line,PEAK,6,8,0,25444,0.75,04:00:00
2024-10-22,CR-Greenbush,Greenbush Line,PEAK,5,6,0,25445,0.83,04:00:00
2024-10-22,CR-Haverhill,Haverhill Line,PEAK,9,12,0,25446,0.75,04:00:00
2024-10-22,CR-Kingston,Kingston/Plymouth Line,PEAK,5,8,0,25447,0.62,04:00:00
2024-10-22,CR-Lowell,Lowell Line,PEAK,11,11,0,25448,1.0,04:00:00
2024-10-22,CR-Middleborough,Middleborough/Lakeville Line,PEAK,4,7,0,25449,0.57,04:00:00
2024-10-22,CR-Needham,Needham Line,PEAK,8,8,0,25450,1.0,04:00:00
2024-10-21,CR-Worcester,Framingham/Worcester Line,PEAK,15,17,0,25594,0.88,04:00:00
2024-10-21,CR-Newburyport,Newburyport/Rockport Line,PEAK,5,7,0,25595,0.71,04:00:00
2024-10-21,CR-Newburyport,Newburyport/Rockport Line,PEAK,6,6,0,25596,1.0,04:00:00
2024-10-21,CR-Providence,Providence/Stoughton Line,PEAK,6,7,0,25597,0.86,04:00:00
2024-10-21,CR-Providence,Providence/Stoughton Line,PEAK,9,10,0,25598,0.9,04:00:00
2024-10-19,CR-Worcester,Framingham/Worcester Line,PEAK,0,0,0,25621,,04:00:00
2024-10-19,CR-Newburyport,Newburyport/Rockport Line,PEAK,0,0,0,25622,,04:00:00
2024-10-19,CR-Providence,Providence/Stoughton Line,PEAK,0,0,0,25623,,04:00:00
2024-10-21,CR-Greenbush,Greenbush Line,PEAK,6,6,0,25653,1.0,04:00:00
2024-10-21,CR-Haverhill,Haverhill Line,PEAK,12,12,0,25654,1.0,04:00:00
2024-10-21,CR-Kingston,Kingston/Plymouth Line,PEAK,6,8,0,25655,0.75,04:00:00
2024-10-21,CR-Lowell,Lowell Line,PEAK,8,11,0,25656,0.73,04:00:00
2024-10-21,CR-Middleborough,Middleborough/Lakeville Line,PEAK,7,7,0,25657,1.0,04:00:00
2024-10-21,CR-Needham,Needham Line,PEAK,5,8,0,25658,0.62,04:00:00
2024-10-20,CR-Worcester,Framingham/Worcester Line,PEAK,0,0,0,25693,,04:00:00
2024-10-20,CR-Newburyport,Newburyport/Rockport Line,PEAK,0,0,0,25694,,04:00:00
2024-10-20,CR-Providence,Providence/Stoughton Line,PEAK,0,0,0,25695,,04:00:00
2024-10-20,CR-Fitchburg,Fitchburg Line,OFF_PEAK,15,16,0,25720,0.94,04:00:00
2024-10-20,CR-Fairmount,Fairmount Line,PEAK,0,0,0,25726,,04:00:00
2024-10-20,CR-Fitchburg,Fitchburg Line,PEAK,0,0,0,25727,,04:00:00
2024-10-20,CR-Franklin,Franklin Line,PEAK,0,0,0,25728,,04:00:00
2024-10-20,CR-Greenbush,Greenbush Line,PEAK,0,0,0,25729,,04:00:00
2024-10-20,CR-Haverhill,Haverhill Line,PEAK,0,0,0,25730,,04:00:00
2024-10-20,CR-Kingston,Kingston/Plymouth Line,PEAK,0,0,0,25731,,04:00:00
2024-10-20,CR-Lowell,Lowell Line,PEAK,0,0,0,25732,,04:00:00
2024-10-20,CR-Middleborough,Middleborough/Lakeville Line,PEAK,0,0,0,25733,,04:00:00
2024-10-20,CR-Needham,Needham Line,PEAK,0,0,0,25734,,04:00:00
2024-10-20,CR-Franklin,Franklin Line,OFF_PEAK,18,20,0,25780,0.9,04:00:00
2024-10-20,CR-Middleborough,Middleborough/Lakeville Line,OFF_PEAK,18,20,0,25781,0.9,04:00:00
2024-10-20,CR-Greenbush,Greenbush Line,OFF_PEAK,15,16,0,25791,0.94,04:00:00
2024-10-20,CR-Haverhill,Haverhill Line,OFF_PEAK,16,16,0,25792,1.0,04:00:00
2024-10-20,CR-Lowell,Lowell Line,OFF_PEAK,15,18,0,25793,0.83,04:00:00
2024-10-20,CR-Worcester,Framingham/Worcester Line,OFF_PEAK,17,20,0,25794,0.85,04:00:00
2024-10-20,CR-Newburyport,Newburyport/Rockport Line,OFF_PEAK,16,18,0,25795,0.89,04:00:00
2024-10-20,CR-Newburyport,Newburyport/Rockport Line,OFF_PEAK,32,32,0,25796,1.0,04:00:00
2024-10-20,CR-Providence,Providence/Stoughton Line,OFF_PEAK,18,20,0,25797,0.9,04:00:00
2024-10-20,CR-Kingston,Kingston/Plymouth Line,OFF_PEAK,15,17,1,25798,0.88,04:00:00
2024-10-20,CR-Needham,Needham Line,OFF_PEAK,12,16,2,25799,0.75,04:00:00
2024-10-20,CR-Fairmount,Fairmount Line,OFF_PEAK,22,33,7,25800,0.67,04:00:00
2024-10-21,CR-Middleborough,Middleborough/Lakeville Line,OFF_PEAK,20,21,0,25821,0.95,04:00:00
2024-10-21,CR-Fairmount,Fairmount Line,OFF_PEAK,39,43,0,25840,0.91,04:00:00
2024-10-21,CR-Fitchburg,Fitchburg Line,OFF_PEAK,27,28,0,25841,0.96,04:00:00
2024-10-21,CR-Needham,Needham Line,OFF_PEAK,22,25,0,25845,0.88,04:00:00
2024-10-21,CR-Fairmount,Fairmount Line,PEAK,13,14,0,25854,0.93,04:00:00
2024-10-21,CR-Fitchburg,Fitchburg Line,PEAK,10,10,0,25855,1.0,04:00:00
2024-10-21,CR-Franklin,Franklin Line,PEAK,6,8,0,25856,0.75,04:00:00
2024-10-19,CR-Franklin,Franklin Line,OFF_PEAK,19,20,0,25910,0.95,04:00:00
2024-10-19,CR-Middleborough,Middleborough/Lakeville Line,OFF_PEAK,15,20,0,25911,0.75,04:00:00
2024-10-19,CR-Haverhill,Haverhill Line,OFF_PEAK,16,16,0,25925,1.0,04:00:00
2024-10-19,CR-Lowell,Lowell Line,OFF_PEAK,17,18,0,25926,0.94,04:00:00
2024-10-19,CR-Worcester,Framingham/Worcester Line,OFF_PEAK,18,20,0,25927,0.9,04:00:00
2024-10-19,CR-Newburyport,Newburyport/Rockport Line,OFF_PEAK,18,18,0,25928,1.0,04:00:00
2024-10-19,CR-Newburyport,Newburyport/Rockport Line,OFF_PEAK,32,32,0,25929,1.0,04:00:00
2024-10-19,CR-Providence,Providence/Stoughton Line,OFF_PEAK,15,20,0,25930,0.75,04:00:00
2024-10-19,CR-Greenbush,Greenbush Line,OFF_PEAK,14,16,1,25931,0.88,04:00:00
2024-10-19,CR-Kingston,Kingston/Plymouth Line,OFF_PEAK,16,18,2,25932,0.89,04:00:00
2024-10-19,CR-Fairmount,Fairmount Line,OFF_PEAK,31,33,0,25954,0.94,04:00:00
2024-10-19,CR-Fitchburg,Fitchburg Line,OFF_PEAK,16,16,0,25955,1.0,04:00:00
2024-10-19,CR-Needham,Needham Line,OFF_PEAK,13,17,0,25958,0.76,04:00:00
2024-10-19,CR-Fairmount,Fairmount Line,PEAK,0,0,0,25962,,04:00:00
2024-10-19,CR-Fitchburg,Fitchburg Line,PEAK,0,0,0,25963,,04:00:00
2024-10-19,CR-Franklin,Franklin Line,PEAK,0,0,0,25964,,04:00:00
2024-10-19,CR-Greenbush,Greenbush Line,PEAK,0,0,0,25965,,04:00:00
2024-10-19,CR-Haverhill,Haverhill Line,PEAK,0,0,0,25966,,04:00:00
2024-10-19,CR-Kingston,Kingston/Plymouth Line,PEAK,0,0,0,25967,,04:00:00
2024-10-19,CR-Lowell,Lowell Line,PEAK,0,0,0,25968,,04:00:00
2024-10-19,CR-Middleborough,Middleborough/Lakeville Line,PEAK,0,0,0,25969,,04:00:00
2024-10-19,CR-Needham,Needham Line,PEAK,0,0,0,25970,,04:00:00
2024-10-17,CR-Worcester,Framingham/Worcester Line,PEAK,15,17,0,26086,0.88,04:00:00
2024-10-17,CR-Newburyport,Newburyport/Rockport Line,PEAK,6,6,0,26087,1.0,04:00:00
2024-10-17,CR-Newburyport,Newburyport/Rockport Line,PEAK,7,7,0,26088,1.0,04:00:00
2024-10-17,CR-Providence,Providence/Stoughton Line,PEAK,6,7,0,26089,0.86,04:00:00
2024-10-17,CR-Providence,Providence/Stoughton Line,PEAK,10,10,0,26090,1.0,04:00:00
2024-10-18,CR-Franklin,Franklin Line,OFF_PEAK,17,18,0,26140,0.94,04:00:00
2024-10-18,CR-Worcester,Framingham/Worcester Line,PEAK,13,17,0,26174,0.76,04:00:00
2024-10-18,CR-Newburyport,Newburyport/Rockport Line,PEAK,4,6,0,26175,0.67,04:00:00
2024-10-18,CR-Newburyport,Newburyport/Rockport Line,PEAK,6,7,0,26176,0.86,04:00:00
2024-10-18,CR-Providence,Providence/Stoughton Line,PEAK,7,7,0,26177,1.0,04:00:00
2024-10-18,CR-Providence,Providence/Stoughton Line,PEAK,10,10,0,26178,1.0,04:00:00
2024-10-17,CR-Franklin,Franklin Line,OFF_PEAK,15,18,0,26216,0.83,04:00:00
2024-10-18,CR-Greenbush,Greenbush Line,OFF_PEAK,20,20,0,26260,1.0,04:00:00
2024-10-18,CR-Haverhill,Haverhill Line,OFF_PEAK,30,31,0,26261,0.97,04:00:00
2024-10-18,CR-Kingston,Kingston/Plymouth Line,OFF_PEAK,15,18,0,26262,0.83,04:00:00
2024-10-18,CR-Providence,Providence/Stoughton Line,OFF_PEAK,24,25,0,26263,0.96,04:00:00
2024-10-18,CR-Worcester,Framingham/Worcester Line,OFF_PEAK,36,38,0,26267,0.95,04:00:00
2024-10-18,CR-Lowell,Lowell Line,OFF_PEAK,25,26,0,26268,0.96,04:00:00
2024-10-18,CR-Needham,Needham Line,OFF_PEAK,26,26,0,26269,1.0,04:00:00
2024-10-18,CR-Newburyport,Newburyport/Rockport Line,OFF_PEAK,20,22,0,26270,0.91,04:00:00
2024-10-18,CR-Newburyport,Newburyport/Rockport Line,OFF_PEAK,21,24,0,26271,0.88,04:00:00
2024-10-18,CR-Providence,Providence/Stoughton Line,OFF_PEAK,32,32,0,26272,1.0,04:00:00
2024-10-18,CR-Fairmount,Fairmount Line,OFF_PEAK,31,43,2,26273,0.72,04:00:00
2024-10-18,CR-Fitchburg,Fitchburg Line,OFF_PEAK,26,28,0,26318,0.93,04:00:00
2024-10-18,CR-Fitchburg,Fitchburg Line,PEAK,10,10,0,26330,1.0,04:00:00
2024-10-18,CR-Franklin,Franklin Line,PEAK,8,8,0,26331,1.0,04:00:00
2024-10-18,CR-Greenbush,Greenbush Line,PEAK,6,6,0,26332,1.0,04:00:00
2024-10-18,CR-Haverhill,Haverhill Line,PEAK,12,12,0,26333,1.0,04:00:00
2024-10-18,CR-Kingston,Kingston/Plymouth Line,PEAK,7,8,0,26334,0.88,04:00:00
2024-10-18,CR-Lowell,Lowell Line,PEAK,11,11,0,26335,1.0,04:00:00
2024-10-18,CR-Middleborough,Middleborough/Lakeville Line,PEAK,7,7,0,26336,1.0,04:00:00
2024-10-18,CR-Needham,Needham Line,PEAK,8,8,0,26337,1.0,04:00:00
2024-10-18,CR-Fairmount,Fairmount Line,PEAK,8,14,2,26378,0.57,04:00:00
2024-10-18,CR-Middleborough,Middleborough/Lakeville Line,OFF_PEAK,21,21,0,26396,1.0,04:00:00
2024-10-16,CR-Fairmount,Fairmount Line,PEAK,13,14,1,26444,0.93,04:00:00
2024-10-16,CR-Worcester,Framingham/Worcester Line,PEAK,16,17,0,26449,0.94,04:00:00
2024-10-16,CR-Newburyport,Newburyport/Rockport Line,PEAK,3,6,0,26450,0.5,04:00:00
2024-10-16,CR-Newburyport,Newburyport/Rockport Line,PEAK,6,7,0,26451,0.86,04:00:00
2024-10-16,CR-Franklin,Franklin Line,OFF_PEAK,15,18,0,26522,0.83,04:00:00
2024-10-16,CR-Providence,Providence/Stoughton Line,PEAK,6,7,0,26552,0.86,04:00:00
2024-10-17,CR-Middleborough,Middleborough/Lakeville Line,OFF_PEAK,19,21,0,26560,0.9,04:00:00
2024-10-17,CR-Fairmount,Fairmount Line,OFF_PEAK,37,43,0,26579,0.86,04:00:00
2024-10-17,CR-Fitchburg,Fitchburg Line,OFF_PEAK,27,28,0,26580,0.96,04:00:00
2024-10-17,CR-Needham,Needham Line,OFF_PEAK,24,26,0,26585,0.92,04:00:00
2024-10-17,CR-Fitchburg,Fitchburg Line,PEAK,8,10,0,26595,0.8,04:00:00
2024-10-17,CR-Franklin,Franklin Line,PEAK,6,8,0,26596,0.75,04:00:00
2024-10-17,CR-Greenbush,Greenbush Line,PEAK,6,6,0,26597,1.0,04:00:00
2024-10-17,CR-Haverhill,Haverhill Line,PEAK,12,12,0,26598,1.0,04:00:00
2024-10-17,CR-Kingston,Kingston/Plymouth Line,PEAK,7,8,0,26599,0.88,04:00:00
2024-10-17,CR-Lowell,Lowell Line,PEAK,10,11,0,26600,0.91,04:00:00
2024-10-17,CR-Middleborough,Middleborough/Lakeville Line,PEAK,7,7,0,26601,1.0,04:00:00
2024-10-17,CR-Needham,Needham Line,PEAK,7,8,0,26602,0.88,04:00:00
2024-10-16,CR-Providence,Providence/Stoughton Line,PEAK,9,10,0,26607,0.9,04:00:00
2024-10-17,CR-Fairmount,Fairmount Line,PEAK,12,14,1,26646,0.86,04:00:00
2024-10-16,CR-Greenbush,Greenbush Line,OFF_PEAK,20,20,0,26690,1.0,04:00:00
2024-10-16,CR-Haverhill,Haverhill Line,OFF_PEAK,31,31,0,26691,1.0,04:00:00
2024-10-16,CR-Kingston,Kingston/Plymouth Line,OFF_PEAK,17,18,0,26692,0.94,04:00:00
2024-10-16,CR-Lowell,Lowell Line,OFF_PEAK,23,26,0,26693,0.88,04:00:00
2024-10-16,CR-Worcester,Framingham/Worcester Line,OFF_PEAK,35,38,0,26697,0.92,04:00:00
2024-10-16,CR-Newburyport,Newburyport/Rockport Line,OFF_PEAK,18,22,0,26698,0.82,04:00:00
2024-10-16,CR-Newburyport,Newburyport/Rockport Line,OFF_PEAK,20,24,0,26699,0.83,04:00:00
2024-10-16,CR-Providence,Providence/Stoughton Line,OFF_PEAK,23,25,0,26700,0.92,04:00:00
2024-10-16,CR-Providence,Providence/Stoughton Line,OFF_PEAK,30,32,0,26701,0.94,04:00:00
2024-10-16,CR-Needham,Needham Line,OFF_PEAK,17,26,1,26702,0.65,04:00:00
2024-10-17,CR-Haverhill,Haverhill Line,OFF_PEAK,24,31,0,26724,0.77,04:00:00
2024-10-17,CR-Providence,Providence/Stoughton Line,OFF_PEAK,19,25,0,26725,0.76,04:00:00
2024-10-17,CR-Worcester,Framingham/Worcester Line,OFF_PEAK,36,38,0,26729,0.95,04:00:00
2024-10-17,CR-Greenbush,Greenbush Line,OFF_PEAK,19,20,0,26730,0.95,04:00:00
2024-10-17,CR-Kingston,Kingston/Plymouth Line,OFF_PEAK,17,18,0,26731,0.94,04:00:00
2024-10-17,CR-Lowell,Lowell Line,OFF_PEAK,26,26,0,26732,1.0,04:00:00
2024-10-17,CR-Newburyport,Newburyport/Rockport Line,OFF_PEAK,20,22,0,26733,0.91,04:00:00
2024-10-17,CR-Newburyport,Newburyport/Rockport Line,OFF_PEAK,20,24,0,26734,0.83,04:00:00
2024-10-17,CR-Providence,Providence/Stoughton Line,OFF_PEAK,32,32,0,26735,1.0,04:00:00
2024-10-15,CR-Worcester,Framingham/Worcester Line,OFF_PEAK,34,38,0,26801,0.89,04:00:00
2024-10-15,CR-Newburyport,Newburyport/Rockport Line,OFF_PEAK,16,22,0,26802,0.73,04:00:00
2024-10-15,CR-Providence,Providence/Stoughton Line,OFF_PEAK,25,25,0,26803,1.0,04:00:00
2024-10-15,CR-Providence,Providence/Stoughton Line,OFF_PEAK,30,32,0,26804,0.94,04:00:00
2024-10-15,CR-Fairmount,Fairmount Line,OFF_PEAK,40,43,1,26805,0.93,04:00:00
2024-10-15,CR-Haverhill,Haverhill Line,OFF_PEAK,29,31,1,26806,0.94,04:00:00
2024-10-15,CR-Newburyport,Newburyport/Rockport Line,OFF_PEAK,17,24,1,26807,0.71,04:00:00
2024-10-16,CR-Fitchburg,Fitchburg Line,PEAK,7,10,0,26856,0.7,04:00:00
2024-10-16,CR-Franklin,Franklin Line,PEAK,6,8,0,26857,0.75,04:00:00
2024-10-16,CR-Greenbush,Greenbush Line,PEAK,6,6,0,26858,1.0,04:00:00
2024-10-16,CR-Haverhill,Haverhill Line,PEAK,12,12,0,26859,1.0,04:00:00
2024-10-16,CR-Kingston,Kingston/Plymouth Line,PEAK,8,8,0,26860,1.0,04:00:00
2024-10-16,CR-Lowell,Lowell Line,PEAK,10,11,0,26861,0.91,04:00:00
2024-10-16,CR-Middleborough,Middleborough/Lakeville Line,PEAK,7,7,0,26862,1.0,04:00:00
2024-10-15,CR-Franklin,Franklin Line,OFF_PEAK,14,18,0,26885,0.78,04:00:00
2024-10-16,CR-Needham,Needham Line,PEAK,5,8,1,26910,0.62,04:00:00
2024-10-16,CR-Middleborough,Middleborough/Lakeville Line,OFF_PEAK,19,21,0,26927,0.9,04:00:00
2024-10-16,CR-Fairmount,Fairmount Line,OFF_PEAK,41,43,0,26947,0.95,04:00:00
